index,published,topic,term,domain,language,valid,de,title,description,en,la,url,image,archive,content,quote,added,feed,country,ipcc,continent
06e4c89d30ee73e2a090c40999375f5d,2025-11-23T09:02:43Z,Snow&Ice,Frost Deutschland,www.stern.de,de,0.8,Frost und Eisregen: Wetterdienst warnt vor glatten Straßen. Das Winterwetter ist in Deutschland angekommen: Der Deutsche Wetterdienst in Offenbach warnte am Sonntag vor Glatteis vor allem im Süden des Landes. Ab Sonntagnachmittag sollte es in der westlichen Landeshälfte schneien. Schnee und später gefrierender Regen k…,Frost und Eisregen: Wetterdienst warnt vor glatten Straßen,Das Winterwetter ist in Deutschland angekommen: Der Deutsche Wetterdienst in Offenbach warnte am Sonntag vor Glatteis vor allem im Süden des Landes. Ab Sonntagnachmittag sollte es in der westlichen Landeshälfte schneien. Schnee und später gefrierender Regen k…,"Frost and freezing rain: the weather service warns of slippery roads. The winter weather has arrived in Germany: The German Weather Service in Offenbach warned on Sunday of black ice, especially in the south of the country. It should snow in the western half of the country from Sunday afternoon. Snow and later freezing rain...","Fronde gelu et frigore : ser- mones tempestatis lubricas viae. Tempestas hiemalis in Germaniam advenit: Officium Tempestatis Germanicae in Offenbach monuit die Dominico in glacie nigra, praesertim in regione meridiana. Nix debet in media occidentali regione a dominica post meridiem. Nix et post imbrem frigidum...",https://www.stern.de/news/frost-und-eisregen--wetterdienst-warnt-vor-glatten-strassen-36834274.html,https://image.stern.de/36834276/t/d7/v1/w1440/r1.7778/-/23--schnee-in-frankfurt-am-main-im-januar---b274a9a30e132df6.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Das Winterwetter ist in Deutschland angekommen: Der Deutsche Wetterdienst in Offenbach warnte am Sonntag vor Glatteis vor allem im Süden des Land… [+1735 chars]",,2025-12-15 10:27:06+00:00,wmo,Germany,WCE,Europe
11f7c0e763fee018e6d0bdbca0882477,2025-11-23T17:14:53Z,Snow&Ice,Eis Deutschland,www.bild.de,de,0.8,Wetterdienst: Auto stehen lassen - Eisregen. Gefährliche Glätte in ganz Deutschland zum Wochenstart. DWD warnt vor spiegelglatten Straßen. Wo Autofahrer aufpassen müssen.,Wetterdienst: Auto stehen lassen - Eisregen,Gefährliche Glätte in ganz Deutschland zum Wochenstart. DWD warnt vor spiegelglatten Straßen. Wo Autofahrer aufpassen müssen.,Weather service: Leave your car parked - freezing rain. Dangerous slippery conditions throughout Germany at the start of the week. DWD warns of slippery roads. Where drivers have to be careful.,Tempestas religio: Relinque currus tuos ortus - imbrem frigidum. Condiciones lubricae periculosae per Germaniam ineunte septimanae. DWD monet viarum lubricarum. unde rectores diligentes habeantur.,https://www.bild.de/news/inland/wetterdienst-warnt-autofahrer-schnee-und-spiegelglatte-strassen-zum-wochenstart-6923029ab5261ba7dd423f69,"https://images.bild.de/6923029ab5261ba7dd423f69/1c955db6d234f9e4fce9d8e3b31cf1ec,aee21bcb?w=1280",,Offenbach (Hessen) Die Eisregen-Walze über Deutschland nimmt weiter Fahrt auf. Nach dem sonnig-frostigen Wochenende wird es am Abend und in der Nacht gefährlich und der Wochenstart könnte für Million… [+2945 chars],,2025-12-15 10:27:06+00:00,wmo,Germany,WCE,Europe
377156aa0e01d61ec15e9da45afdbce0,2025-11-23T19:51:06Z,Snow&Ice,Frost Deutschland,www.tagesspiegel.de,de,0.8,Zahlreiche Unfälle im ganzen Land: Wintereinbruch sorgt für Glätte in Deutschland – Tote in der Oberpfalz. Auf der A93 sterben mehrere Menschen bei einem Autounfall. Schon gibt es Warnungen vor weiterem Glatteis und Frost. Auch in Berlin sollte man vorsichtig sein.,Zahlreiche Unfälle im ganzen Land: Wintereinbruch sorgt für Glätte in Deutschland – Tote in der Oberpfalz,Auf der A93 sterben mehrere Menschen bei einem Autounfall. Schon gibt es Warnungen vor weiterem Glatteis und Frost. Auch in Berlin sollte man vorsichtig sein.,Numerous accidents throughout the country: the onset of winter causes slippery conditions in Germany - deaths in the Upper Palatinate. Several people die in a car accident on the A93. There are already warnings of further black ice and frost. You should also be careful in Berlin.,Multa accidentia per universam regionem sunt: ​​impetus hiemis causat condiciones lubricas in Germania - mortes in Palatinatu superiore. Plures homines in casu carrum A93 moriuntur. Sunt iam monita adhuc glaciei et frigoris atra. Berolini etiam cavere debes.,https://www.tagesspiegel.de/gesellschaft/panorama/zahlreiche-unfalle-im-ganzen-land-wintereinbruch-sorgt-fur-glatte-in-deutschland--tote-in-der-oberpfalz-14924405.html,https://www.tagesspiegel.de/images/14925146/alternates/BASE_16_9_W1400/1763965755000/schnee-in-hamburg.jpeg,,Ein Wintereinbruch hat Teile Deutschlands in der Nacht weiß gefärbt und zugleich für teils gefährliche Glätte gesorgt. Der Deutsche Wetterdienst (DWD) warnt auch für den heutigen Tag vor weiterem Sch… [+3613 chars],,2025-12-15 10:27:06+00:00,wmo,Germany,WCE,Europe
e27817092240a61c628a8e20c1bfb82e,2025-11-24T04:31:10Z,Snow&Ice,Schnee Deutschland,www.stern.de,de,0.8,"Schneetreiben und Glatteis: Wintereinbruch sorgt für Glätte in Deutschland. Rutschpartie auf der Autobahn, Schnee bis ins Tiefland: Der erste größere Wintereinbruch bringt vielerorts Verkehrsprobleme. Schon gibt es Warnungen vor weiterem Glatteis und Frost.",Schneetreiben und Glatteis: Wintereinbruch sorgt für Glätte in Deutschland,"Rutschpartie auf der Autobahn, Schnee bis ins Tiefland: Der erste größere Wintereinbruch bringt vielerorts Verkehrsprobleme. Schon gibt es Warnungen vor weiterem Glatteis und Frost.","Blowing snow and black ice: the onset of winter is causing slippery conditions in Germany. Slipping on the highway, snow reaching into the lowlands: the first major onset of winter is causing traffic problems in many places. There are already warnings of further black ice and frost.","Flante nix et gelu nigra: hiemis impetus lubricas condiciones in Germania causat. Via lapsus, nix in loca campestria pertingit: primus hiemis impetus mercaturae multis locis negotiationes causat. Sunt iam monita adhuc glaciei et frigoris atra.",https://www.stern.de/panorama/schneetreiben-und-glatteis--wintereinbruch-sorgt-fuer-glaette-in-deutschland-36835802.html,https://image.stern.de/36835804/t/yo/v1/w1440/r1.7778/-/24--67bj6qk6rpv10axs2048jpeg---d82c9b5d1a257d5c.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Rutschpartie auf der Autobahn, Schnee bis ins Tiefland: Der erste größere Wintereinbruch bringt vielerorts Verkehrsprobleme. Schon gibt es Warnun… [+2904 chars]",,2025-12-15 10:27:06+00:00,wmo,Germany,WCE,Europe
40c6724cd74c3cb1c2e1f261f0a4e7a1,2025-11-24T04:31:10Z,Snow&Ice,Schnee Deutschland,www.zeit.de,de,0.8,Schneetreiben und Glatteis: Wintereinbruch sorgt für Glätte in Deutschland. Hier finden Sie Informationen zu dem Thema „Schneetreiben und Glatteis“. Lesen Sie jetzt „Wintereinbruch sorgt für Glätte in Deutschland“.,Schneetreiben und Glatteis: Wintereinbruch sorgt für Glätte in Deutschland,Hier finden Sie Informationen zu dem Thema „Schneetreiben und Glatteis“. Lesen Sie jetzt „Wintereinbruch sorgt für Glätte in Deutschland“.,Blowing snow and black ice: the onset of winter is causing slippery conditions in Germany. Here you will find information on the topic of “drifting snow and black ice”. Now read “The onset of winter causes slippery conditions in Germany”.,"Flante nix et gelu nigra: hiemis impetus lubricas condiciones in Germania causat. Hic informationes invenies in argumento ""nix fluit et glacies nigra"". Nunc legitur ""Incursus hiemis lubricas condiciones in Germania facit"".",https://www.zeit.de/news/2025-11/24/wintereinbruch-sorgt-fuer-glaette-in-deutschland,https://img.zeit.de/news/2025-11/24/wintereinbruch-sorgt-fuer-glaette-in-deutschland-image-group/wide__1300x731,,Ein Wintereinbruch hat Teile Deutschlands in der Nacht weiß gefärbt und zugleich für rutschige Straßen und teils gefährliche Glätte gesorgt. Der Deutsche Wetterdienst (DWD) warnt auch für den heutige… [+2707 chars],,2025-12-15 10:27:06+00:00,wmo,Germany,WCE,Europe
83fe5ae13a5349bc3177c1fedcffda17,2025-11-24T04:32:25Z,Snow&Ice,Schnee Deutschland,www.tagesspiegel.de,de,0.8,"Schneetreiben und Glatteis: Wintereinbruch sorgt für Glätte in Deutschland. Rutschpartie auf der Autobahn, Schnee bis ins Tiefland: Der erste größere Wintereinbruch bringt vielerorts Verkehrsprobleme. Schon gibt es Warnungen vor weiterem Glatteis und Frost.",Schneetreiben und Glatteis: Wintereinbruch sorgt für Glätte in Deutschland,"Rutschpartie auf der Autobahn, Schnee bis ins Tiefland: Der erste größere Wintereinbruch bringt vielerorts Verkehrsprobleme. Schon gibt es Warnungen vor weiterem Glatteis und Frost.","Blowing snow and black ice: the onset of winter is causing slippery conditions in Germany. Slipping on the highway, snow reaching into the lowlands: the first major onset of winter is causing traffic problems in many places. There are already warnings of further black ice and frost.","Flante nix et gelu nigra: hiemis impetus lubricas condiciones in Germania causat. Via lapsus, nix in loca campestria pertingit: primus hiemis impetus mercaturae multis locis negotiationes causat. Sunt iam monita adhuc glaciei et frigoris atra.",https://www.tagesspiegel.de/gesellschaft/panorama/schneetreiben-und-glatteis-wintereinbruch-sorgt-fur-glatte-in-deutschland-14924831.html,https://www.tagesspiegel.de/images/14924828/alternates/BASE_16_9_W1400/1763958745000/schnee-in-hamburg.jpeg,,Ein Wintereinbruch hat Teile Deutschlands in der Nacht weiß gefärbt und zugleich für rutschige Straßen und teils gefährliche Glätte gesorgt. Der Deutsche Wetterdienst (DWD) warnt auch für den heutige… [+2767 chars],,2025-12-15 10:27:06+00:00,wmo,Germany,WCE,Europe
1090a0be1e9002116ad065a1bd4eeb4a,2025-11-24T04:53:17Z,Snow&Ice,Schnee Deutschland,www.welt.de,de,0.8,"Chaotische Zustände in Deutschland – mindestens drei Tote in Oberpfalz. Spiegelglatte Straßen, Schnee bis ins Tiefland: Der erste größere Wintereinbruch bringt vielerorts Verkehrsprobleme. Schon gibt es Warnungen vor weiterem Glatteis und Frost.",Chaotische Zustände in Deutschland – mindestens drei Tote in Oberpfalz,"Spiegelglatte Straßen, Schnee bis ins Tiefland: Der erste größere Wintereinbruch bringt vielerorts Verkehrsprobleme. Schon gibt es Warnungen vor weiterem Glatteis und Frost.","Chaotic conditions in Germany – at least three dead in Upper Palatinate. Glassy roads, snow even in the lowlands: the first major onset of winter brings traffic problems in many places. There are already warnings of further black ice and frost.","Condiciones tenebrarum in Germania – saltem tres mortui in Palatinatu superiore. Viae vitreae, nix etiam in campestribus: primus hiemis impetus mercaturae multis in locis difficultates affert. Sunt iam monita adhuc glaciei et frigoris atra.",https://www.welt.de/vermischtes/article6923e1f418b978b3b9f56a3e/wintereinbruch-chaotische-zustaende-in-deutschland-mindestens-drei-tote-in-oberpfalz.html,https://images.welt.de/6923e1f418b978b3b9f56a3e/227edf04c63b552c709bb81330918c98-master/ci16x9-w1200/dpa-com-20090101-251117-911-028612-jpg,,"Spiegelglatte Straßen, Schnee bis ins Tiefland: Der erste größere Wintereinbruch bringt vielerorts Verkehrsprobleme. Schon gibt es Warnungen vor weiterem Glatteis und Frost.Ein Wintereinbruch hat Tei… [+3290 chars]",,2025-12-15 10:27:06+00:00,wmo,Germany,WCE,Europe
1fc82b4a334e2bbbba7f65358700cf9f,2025-11-24T04:53:17Z,Snow&Ice,Frost Deutschland,www.welt.de,de,0.8,"Wintereinbruch sorgt für Glätte und zum Teil Chaos in Deutschland. Rutschpartie auf der Autobahn, Schnee bis ins Tiefland: Der erste größere Wintereinbruch bringt vielerorts Verkehrsprobleme. Schon gibt es Warnungen vor weiterem Glatteis und Frost.",Wintereinbruch sorgt für Glätte und zum Teil Chaos in Deutschland,"Rutschpartie auf der Autobahn, Schnee bis ins Tiefland: Der erste größere Wintereinbruch bringt vielerorts Verkehrsprobleme. Schon gibt es Warnungen vor weiterem Glatteis und Frost.","The onset of winter causes slippery conditions and sometimes chaos in Germany. Slipping on the highway, snow reaching into the lowlands: the first major onset of winter is causing traffic problems in many places. There are already warnings of further black ice and frost.","Impetus hiemis condiciones lubricas facit et interdum in Germania chaos. Via lapsus, nix in loca campestria pertingit: primus hiemis impetus mercaturae multis locis negotiationes causat. Sunt iam monita adhuc glaciei et frigoris atra.",https://www.welt.de/vermischtes/article6923e1f418b978b3b9f56a3e/heftiger-schneefall-wintereinbruch-sorgt-fuer-glaette-und-zum-teil-chaos-in-deutschland.html,https://images.welt.de/6923e1f418b978b3b9f56a3e/227edf04c63b552c709bb81330918c98-master/ci16x9-w1200/dpa-com-20090101-251117-911-028612-jpg,,"Rutschpartie auf der Autobahn, Schnee bis ins Tiefland: Der erste größere Wintereinbruch bringt vielerorts Verkehrsprobleme. Schon gibt es Warnungen vor weiterem Glatteis und Frost.Ein Wintereinbruch… [+3001 chars]",,2025-12-15 10:27:06+00:00,wmo,Germany,WCE,Europe
c36b727c3fdfddb361f8ed09f08c641a,2025-11-24T05:52:19Z,Snow&Ice,Schnee Deutschland,www.n-tv.de,de,0.8,"Schnee in Teilen Deutschlands: Wintereinbruch sorgt für gefährlich glatte Straßen. Schnee bis ins Tiefland, Chaos auf der Autobahn und ein kurzzeitig gesperrter Flughafen: Vielerorts in Deutschland ist der Winter da - und bringt Verkehrsprobleme mit. Die dürften sich noch verschärfen.",Schnee in Teilen Deutschlands: Wintereinbruch sorgt für gefährlich glatte Straßen,"Schnee bis ins Tiefland, Chaos auf der Autobahn und ein kurzzeitig gesperrter Flughafen: Vielerorts in Deutschland ist der Winter da - und bringt Verkehrsprobleme mit. Die dürften sich noch verschärfen.","Snow in parts of Germany: The onset of winter is causing dangerously slippery roads. Snow in the lowlands, chaos on the highway and an airport that was temporarily closed: winter is here in many places in Germany - and it brings traffic problems with it. They are likely to get even worse.","Nix in partibus Germaniae: Impetus hiemis periculose vias lubricas causant. Nix in campestribus, chaos in via et aeriportus qui temporaliter clausus erat: hiemps multis in locis in Germania adest - et negotia negotiatoria secum fert. Eos sint adipisci vel asperiores.",https://www.n-tv.de/panorama/Wintereinbruch-sorgt-fuer-gefaehrlich-glatte-Strassen-id30059197.html,https://www.n-tv.de/img/30059225/1763965520/Img_16_9/1200/Autos-fahren-auf-einer-schneebedeckten-Strasse-Am-Abend-hat-es-in-der-Hansestadt-geschneit.jpg,,"Schnee in Teilen DeutschlandsWintereinbruch sorgt für gefährlich glatte Straßen
Auch in Hamburg kam es zu Unfällen. (Foto: picture alliance/dpa)
Schnee bis ins Tiefland, Chaos auf der Autobahn und … [+3471 chars]",,2025-12-15 10:27:06+00:00,wmo,Germany,WCE,Europe
99981f8f6e2c4ee55c1e01e022ae3f8f,2025-11-24T06:26:00Z,Snow&Ice,Schnee Deutschland,www.stern.de,de,0.8,"Wintereinbruch: Wie Deutschland den Schnee genießt (oder auch nicht). Zum ersten Mal diesen Winter hat es in Deutschland fast flächendeckend geschneit. Während in Süddeutschland die ersten Ski fahren, sorgt der Schnee nicht überall für Freude.",Wintereinbruch: Wie Deutschland den Schnee genießt (oder auch nicht),"Zum ersten Mal diesen Winter hat es in Deutschland fast flächendeckend geschneit. Während in Süddeutschland die ersten Ski fahren, sorgt der Schnee nicht überall für Freude.","Onset of winter: How Germany enjoys the snow (or not). For the first time this winter it snowed almost everywhere in Germany. While the first people are going skiing in southern Germany, the snow isn't making everyone happy.","Impetus hiemis: Quomodo Germania nivibus fruitur (vel non). Hoc primum hieme in Germania fere ubique ninguit. Cum primi homines in Germania meridionali nartis procedunt, nix non ubique beatos facit.",https://www.stern.de/panorama/wetter/schnee-in-deutschland--wie-sich-das-land-freut--oder-auch-nicht--36835910.html,https://image.stern.de/36835958/t/DC/v1/w1440/r1.7778/-/bremen.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Zum ersten Mal diesen Winter hat es in Deutschland fast flächendeckend geschneit. Während in Süddeutschland die ersten Ski fahren, sorgt der Schn… [+2736 chars]",,2025-12-15 10:27:06+00:00,wmo,Germany,WCE,Europe
